,complex_name,avg_n_models,max_n_models,num_contacts_with_max_n_models,num_unique_contacts,max_iptm,max_ptm,best_model_num,best_pdockq,best_plddt_avg,best_pae_avg,protID,gene_name,product,locus,vulnerability,membrane,tmr,ipc,dataset
6072,ABK73051.1_and_ABK72256.1,0.0,0,0,0,0.19,0.5,1,0.0,0.0,0.0,ABK72256.1,na,GCN5-related N-acetyltransferase,MSMEG_5221,0.382,G,0,4.8,nusA
6073,ABK73051.1_and_ABK72222.1,0.0,0,0,0,0.18,0.52,1,0.0,0.0,0.0,ABK72222.1,na,chaperone ClpB,MSMEG_0732,0.074,G,0,4.952,nusA
6074,ABK73051.1_and_ABK72157.1,0.0,0,0,0,0.16,0.51,1,0.0,0.0,0.0,ABK72157.1,na,O-acetylhomoserine/O-acetylserine sulfhydrylase,MSMEG_0238,0.677,G,0,7.775,nusA
6075,ABK73051.1_and_ABK72121.1,0.0,0,0,0,0.14,0.51,1,0.0,0.0,0.0,ABK72121.1,na,hypothetical protein,MSMEG_0908,0.103,G,0,4.406,nusA
6076,ABK73051.1_and_ABK72024.1,0.0,0,0,0,0.17,0.61,1,0.0,0.0,0.0,ABK72024.1,na,flavin-type hydroxylase,MSMEG_2252,0.123,G,0,5.397,nusA
6077,ABK73051.1_and_ABK73654.1,0.0,0,0,0,0.17,0.54,1,0.0,0.0,0.0,ABK73654.1,na,alpha subunit of malonate decarboxylase,MSMEG_6657,0.223,G,0,5.69,nusA
6078,ABK73051.1_and_ABK71925.1,0.0,0,0,0,0.15,0.5,1,0.0,0.0,0.0,ABK71925.1,na,transcription elongation factor GreA,MSMEG_6292,0.584,G,0,4.673,nusA
6079,ABK73051.1_and_ABK71890.1,0.0,0,0,0,0.16,0.61,1,0.0,0.0,0.0,ABK71890.1,na,"ABC transporter, permease/ATP-binding protein",MSMEG_3655,0.232,M,7,5.842,nusA
6080,ABK73051.1_and_ABK71856.1,0.0,0,0,0,0.17,0.54,1,0.0,0.0,0.0,ABK71856.1,na,ATP-dependent DNA helicase,MSMEG_1952,-0.702,G,0,5.652,nusA
6081,ABK73051.1_and_ABK71822.1,0.0,0,0,0,0.12,0.47,1,0.0,0.0,0.0,ABK71822.1,na,enoyl-CoA hydratase/isomerase,MSMEG_0335,0.463,G,0,6.109,nusA
6082,ABK73051.1_and_ABK71790.1,0.0,0,0,0,0.22,0.64,1,0.0,0.0,0.0,ABK71790.1,na,hypothetical protein,MSMEG_2222,,G,0,11.359,nusA
6083,ABK73051.1_and_ABK71723.1,0.0,0,0,0,0.17,0.53,1,0.0,0.0,0.0,ABK71723.1,na,hypothetical protein,MSMEG_0804,0.226,G,0,3.389,nusA
6084,ABK73051.1_and_ABK71656.1,0.0,0,0,0,0.15,0.48,1,0.0,0.0,0.0,ABK71656.1,na,LacI family protein transcriptional regulator,MSMEG_2989,0.12,G,0,5.855,nusA
6085,ABK73051.1_and_ABK71624.1,0.0,0,0,0,0.15,0.46,1,0.0,0.0,0.0,ABK71624.1,na,3-oxoacyl-[acyl-carrier-protein] reductase,MSMEG_2536,0.159,G,0,5.105,nusA
6086,ABK73051.1_and_ABK71591.1,0.0,0,0,0,0.18,0.52,1,0.0,0.0,0.0,ABK71591.1,na,Periplasmic binding protein,MSMEG_0438,0.319,G,0,4.444,nusA
6087,ABK73051.1_and_ABK71524.1,0.0,0,0,0,0.15,0.47,1,0.0,0.0,0.0,ABK71524.1,bluB,"cob(II)yrinic acid a,c-diamide reductase",MSMEG_6053,-0.039,G,0,5.245,nusA
6088,ABK73051.1_and_ABK71492.1,0.0,0,0,0,0.14,0.55,1,0.0,0.0,0.0,ABK71492.1,tyrS,tyrosyl-tRNA synthetase,MSMEG_3758,-8.028,G,0,5.08,nusA
6089,ABK73051.1_and_ABK71958.1,0.0,0,0,0,0.15,0.59,1,0.0,0.0,0.0,ABK71958.1,na,glutaredoxin,MSMEG_1017,,G,0,5.436,nusA
6090,ABK73051.1_and_ABK73588.1,0.0,0,0,0,0.17,0.52,1,0.0,0.0,0.0,ABK73588.1,na,phenolpthIocerol synthesis type-i polyketide synthase ppse,MSMEG_3168,-0.325,G,0,4.457,nusA
6091,ABK73051.1_and_ABK73554.1,0.0,0,0,0,0.23,0.35,1,0.0,0.0,0.0,ABK73554.1,na,gp15 protein,MSMEG_2146,-0.132,M,1,4.622,nusA
6092,ABK73051.1_and_ABK73521.1,0.0,0,0,0,0.15,0.46,1,0.0,0.0,0.0,ABK73521.1,na,"oxidoreductase, short chain dehydrogenase/reductase family protein",MSMEG_5711,-0.102,G,0,5.169,nusA
6093,ABK73051.1_and_ABK73488.1,0.0,0,0,0,0.16,0.5,1,0.0,0.0,0.0,ABK73488.1,na,"methylenetetrahydrofolate reductase family protein, putative",MSMEG_6664,0.195,G,0,4.889,nusA
6094,ABK73051.1_and_ABK73456.1,0.0,0,0,0,0.19,0.62,1,0.0,0.0,0.0,ABK73456.1,na,amine oxidase [flavin-containing] B,MSMEG_2035,0.361,G,0,5.83,nusA
6095,ABK73051.1_and_ABK73387.1,0.0,0,0,0,0.14,0.5,1,0.0,0.0,0.0,ABK73387.1,rnhA,RNase H,MSMEG_5562,0.585,G,0,6.868,nusA
6096,ABK73051.1_and_ABK73319.1,0.0,0,0,0,0.14,0.53,1,0.0,0.0,0.0,ABK73319.1,na,conserved hypothetical protein,MSMEG_5254,0.376,M,4,10.409,nusA
6097,ABK73051.1_and_ABK73253.1,0.0,0,0,0,0.14,0.56,1,0.0,0.0,0.0,ABK73253.1,bioF,8-amino-7-oxononanoate synthase,MSMEG_3189,0.441,G,0,5.486,nusA
6098,ABK73051.1_and_ABK73186.1,0.0,0,0,0,0.15,0.58,1,0.0,0.0,0.0,ABK73186.1,na,AMP-binding enzyme,MSMEG_2231,0.119,G,0,5.448,nusA
6099,ABK73051.1_and_ABK73153.1,0.0,0,0,0,0.22,0.51,1,0.0,0.0,0.0,ABK73153.1,na,"coenzyme A transferase, subunit B",MSMEG_6003,0.396,G,0,5.194,nusA
6100,ABK73051.1_and_ABK72519.1,0.0,0,0,0,0.15,0.48,1,0.0,0.0,0.0,ABK72519.1,na,conserved hypothetical protein,MSMEG_0887,0.542,G,0,4.596,nusA
6101,ABK73051.1_and_ABK73087.1,0.0,0,0,0,0.14,0.48,1,0.0,0.0,0.0,ABK73087.1,na,ABC transporter permease protein,MSMEG_1086,0.238,M,6,9.165,nusA
6102,ABK73051.1_and_ABK73020.1,0.0,0,0,0,0.3,0.68,1,0.0,0.0,0.0,ABK73020.1,na,hypothetical protein,MSMEG_5973,0.198,G,0,5.194,nusA
6103,ABK73051.1_and_ABK72986.1,0.0,0,0,0,0.16,0.53,1,0.0,0.0,0.0,ABK72986.1,na,extra cytoplasmic sigma factor,MSMEG_0405,0.299,G,0,5.664,nusA
6104,ABK73051.1_and_ABK72953.1,0.0,0,0,0,0.17,0.52,1,0.0,0.0,0.0,ABK72953.1,na,conserved hypothetical protein,MSMEG_3414,0.242,M,12,11.213,nusA
6105,ABK73051.1_and_ABK72855.1,0.0,0,0,0,0.17,0.59,1,0.0,0.0,0.0,ABK72855.1,na,acyl-CoA synthase,MSMEG_5435,-4.334,G,0,5.092,nusA
6106,ABK73051.1_and_ABK72823.1,0.0,0,0,0,0.2,0.62,1,0.0,0.0,0.0,ABK72823.1,na,acetyl-/propionyl-coenzyme A carboxylase alpha chain,MSMEG_0334,-0.144,G,0,4.685,nusA
6107,ABK73051.1_and_ABK72723.1,0.0,0,0,0,0.12,0.49,1,0.0,0.0,0.0,ABK72723.1,na,"transcriptional regulator, MarR family protein",MSMEG_6361,-0.143,G,0,10.248,nusA
6108,ABK73051.1_and_ABK72689.1,0.0,0,0,0,0.27,0.42,1,0.0,0.0,0.0,ABK72689.1,na,hypothetical protein,MSMEG_1260,0.162,G,0,5.436,nusA
6109,ABK73051.1_and_ABK72622.1,0.0,0,0,0,0.15,0.52,1,0.0,0.0,0.0,ABK72622.1,na,conserved hypothetical protein,MSMEG_4841,0.696,G,0,4.469,nusA
6110,ABK73051.1_and_ABK72589.1,0.0,0,0,0,0.19,0.53,1,0.0,0.0,0.0,ABK72589.1,na,major facilitator family protein transporter,MSMEG_5713,0.433,M,12,10.058,nusA
6111,ABK73051.1_and_ABK72555.1,0.0,0,0,0,0.28,0.59,1,0.0,0.0,0.0,ABK72555.1,na,"AMP-binding enzyme, putative",MSMEG_0131,0.28,G,0,4.851,nusA
6112,ABK73051.1_and_ABK73120.1,0.0,0,0,0,0.29,0.76,1,0.0,0.0,0.0,ABK73120.1,na,"formate dehydrogenase, alpha subunit",MSMEG_0161,0.405,G,0,5.041,nusA
6113,ABK73051.1_and_ABK72840.1,0.0,0,0,0,0.26,0.78,1,0.0,0.0,0.0,ABK72840.1,na,probable arabinosyltransferase A,MSMEG_6389,-3.496,M,15,5.792,nusA
6114,ABK73051.1_and_ABK72808.1,0.0,0,0,0,0.13,0.54,1,0.0,0.0,0.0,ABK72808.1,na,"IS1096, tnpA protein",MSMEG_1404,,G,0,8.99,nusA
6115,ABK73051.1_and_ABK72774.1,0.0,0,0,0,0.18,0.55,1,0.0,0.0,0.0,ABK72774.1,na,hypothetical protein,MSMEG_0204,-0.122,G,0,4.418,nusA
6116,ABK73051.1_and_ABK72741.1,0.0,0,0,0,0.19,0.59,1,0.0,0.0,0.0,ABK72741.1,na,beta-lactamase,MSMEG_6087,-0.009,G,0,5.308,nusA
6117,ABK73051.1_and_ABK72707.1,0.0,0,0,0,0.24,0.59,1,0.0,0.0,0.0,ABK72707.1,na,hypothetical protein,MSMEG_5535,-0.318,G,0,7.38,nusA
6118,ABK73051.1_and_ABK72673.1,0.0,0,0,0,0.17,0.6,1,0.0,0.0,0.0,ABK72673.1,na,putative aminotransferase,MSMEG_0277,0.167,G,0,5.664,nusA
6119,ABK73051.1_and_ABK72606.1,0.0,0,0,0,0.15,0.48,1,0.0,0.0,0.0,ABK72606.1,na,"transcriptional regulator, TetR family protein",MSMEG_5424,0.474,G,0,5.55,nusA
6120,ABK73051.1_and_ABK72574.1,0.0,0,0,0,0.13,0.42,1,0.0,0.0,0.0,ABK72574.1,na,"IS6120, transposase",MSMEG_4159,,G,0,7.775,nusA
6121,ABK73051.1_and_ABK72538.1,0.0,0,0,0,0.14,0.42,1,0.0,0.0,0.0,ABK72538.1,na,conserved hypothetical protein,MSMEG_2268,0.382,G,0,4.711,nusA
6122,ABK73051.1_and_ABK72504.1,0.0,0,0,0,0.17,0.56,1,0.0,0.0,0.0,ABK72504.1,na,alkane 1-monooxygenase,MSMEG_1839,0.482,M,6,7.483,nusA
6123,ABK73051.1_and_ABK69543.1,0.0,0,0,0,0.18,0.56,1,0.0,0.0,0.0,ABK69543.1,na,major facilitator superfamily protein permease,MSMEG_4767,-0.03,M,12,10.979,nusA
6124,ABK73051.1_and_ABK72438.1,0.0,0,0,0,0.16,0.57,1,0.0,0.0,0.0,ABK72438.1,na,major facilitator superfamily protein MFS_1,MSMEG_5167,0.123,M,12,9.545,nusA
6125,ABK73051.1_and_ABK72406.1,0.0,0,0,0,0.19,0.54,1,0.0,0.0,0.0,ABK72406.1,na,major facilitator superfamily protein,MSMEG_2810,-0.106,M,12,10.935,nusA
6126,ABK73051.1_and_ABK72372.1,0.0,0,0,0,0.25,0.55,1,0.0,0.0,0.0,ABK72372.1,na,conserved hypothetical protein,MSMEG_6518,-0.047,G,0,4.965,nusA
6127,ABK73051.1_and_ABK72337.1,0.0,0,0,0,0.12,0.46,1,0.0,0.0,0.0,ABK72337.1,na,conserved hypothetical protein,MSMEG_5928,0.204,M,5,7.966,nusA
6128,ABK73051.1_and_ABK72273.1,0.0,0,0,0,0.19,0.66,1,0.0,0.0,0.0,ABK72273.1,na,alcohol dehydrogenase,MSMEG_3726,0.69,G,0,4.762,nusA
6129,ABK73051.1_and_ABK72241.1,0.0,0,0,0,0.16,0.53,1,0.0,0.0,0.0,ABK72241.1,na,"ABC transporter, nucleotide binding/ATPase protein, sn-Glycerol-3-phosphate",MSMEG_0518,0.247,G,0,5.779,nusA
6130,ABK73051.1_and_ABK72207.1,0.0,0,0,0,0.18,0.38,1,0.0,0.0,0.0,ABK72207.1,na,hypothetical protein,MSMEG_0044,0.295,G,0,4.787,nusA
6131,ABK73051.1_and_ABK72174.1,0.0,0,0,0,0.17,0.48,1,0.0,0.0,0.0,ABK72174.1,na,"probable transcriptional regulatory protein, putative",MSMEG_3177,0.381,G,0,5.486,nusA
6132,ABK73051.1_and_ABK72140.1,0.0,0,0,0,0.18,0.59,1,0.0,0.0,0.0,ABK72140.1,na,putative glycosyltransferase,MSMEG_2342,0.153,G,0,6.262,nusA
6133,ABK73051.1_and_ABK72106.1,0.0,0,0,0,0.33,0.72,1,0.0,0.0,0.0,ABK72106.1,na,hypothetical protein,MSMEG_5599,-7.661,G,0,7.512,nusA
6134,ABK73051.1_and_ABK72471.1,0.0,0,0,0,0.15,0.46,1,0.0,0.0,0.0,ABK72471.1,na,ABC transporter permease protein,MSMEG_4100,0.024,M,6,10.35,nusA
6135,ABK73051.1_and_ABK73703.1,0.0,0,0,0,0.09,0.56,1,0.0,0.0,0.0,ABK73703.1,na,conserved hypothetical protein,MSMEG_6336,0.495,M,2,9.18,nusA
6136,ABK73051.1_and_ABK73671.1,0.0,0,0,0,0.13,0.47,1,0.0,0.0,0.0,ABK73671.1,na,phosphohydrolase,MSMEG_1061,0.345,G,0,4.813,nusA
6137,ABK73051.1_and_ABK73638.1,0.0,0,0,0,0.18,0.51,1,0.0,0.0,0.0,ABK73638.1,na,oxidoreductase,MSMEG_5909,0.216,G,0,5.588,nusA
6138,ABK73051.1_and_ABK73605.1,0.0,0,0,0,0.19,0.52,1,0.0,0.0,0.0,ABK73605.1,na,NADPH-dependent fmn reductase,MSMEG_2800,0.593,G,0,4.863,nusA
6139,ABK73051.1_and_ABK73573.1,0.0,0,0,0,0.15,0.61,1,0.0,0.0,0.0,ABK73573.1,na,translation elongation factor EF-G,MSMEG_6535,-0.114,G,0,4.889,nusA
6140,ABK73051.1_and_ABK73505.1,0.0,0,0,0,0.14,0.59,1,0.0,0.0,0.0,ABK73505.1,glnT,"glutamine synthetase, type III",MSMEG_6260,0.453,G,0,4.609,nusA
6141,ABK73051.1_and_ABK73473.1,0.0,0,0,0,0.17,0.53,1,0.0,0.0,0.0,ABK73473.1,na,transmembrane transport protein,MSMEG_2795,0.279,M,12,8.536,nusA
6142,ABK73051.1_and_ABK73440.1,0.0,0,0,0,0.12,0.54,1,0.0,0.0,0.0,ABK73440.1,na,carboxylate-amine ligase Nfa27300,MSMEG_5590,0.459,G,0,5.194,nusA
6143,ABK73051.1_and_ABK73405.1,0.0,0,0,0,0.14,0.51,1,0.0,0.0,0.0,ABK73405.1,na,putative oxidoreductase YdbC,MSMEG_6730,-0.054,G,0,5.232,nusA
6144,ABK73051.1_and_ABK73371.1,0.0,0,0,0,0.16,0.55,1,0.0,0.0,0.0,ABK73371.1,na,Tat-translocated enzyme,MSMEG_5420,0.153,G,0,5.105,nusA
6145,ABK73051.1_and_ABK72872.1,0.0,0,0,0,0.19,0.53,1,0.0,0.0,0.0,ABK72872.1,na,aldose 1-epimerase subfamily protein,MSMEG_0717,0.277,G,0,4.52,nusA
6146,ABK73051.1_and_ABK73303.1,0.0,0,0,0,0.11,0.47,1,0.0,0.0,0.0,ABK73303.1,na,2-deoxy-D-gluconate 3-dehydrogenase,MSMEG_3379,-0.007,G,0,5.575,nusA
6147,ABK73051.1_and_ABK73270.1,0.0,0,0,0,0.16,0.51,1,0.0,0.0,0.0,ABK73270.1,na,hydride transferase 1,MSMEG_2811,-0.029,G,0,4.711,nusA
6148,ABK73051.1_and_ABK73203.1,0.0,0,0,0,0.15,0.45,1,0.0,0.0,0.0,ABK73203.1,na,integral membrane protein,MSMEG_0249,0.398,M,10,5.283,nusA
6149,ABK73051.1_and_ABK73170.1,0.0,0,0,0,0.16,0.54,1,0.0,0.0,0.0,ABK73170.1,na,hypothetical protein,MSMEG_4992,0.564,G,0,5.08,nusA
6150,ABK73051.1_and_ABK73138.1,0.0,0,0,0,0.16,0.45,1,0.0,0.0,0.0,ABK73138.1,na,antigen 85-C,MSMEG_6583,0.173,G,0,6.071,nusA
6151,ABK73051.1_and_ABK73072.1,0.0,0,0,0,0.14,0.46,1,0.0,0.0,0.0,ABK73072.1,na,MmpS3 protein,MSMEG_1932,0.599,M,1,4.024,nusA
6152,ABK73051.1_and_ABK73037.1,0.0,0,0,0,0.17,0.48,1,0.0,0.0,0.0,ABK73037.1,na,putative conserved membrane protein,MSMEG_0788,0.328,M,4,8.273,nusA
6153,ABK73051.1_and_ABK73005.1,0.0,0,0,0,0.15,0.48,1,0.0,0.0,0.0,ABK73005.1,na,"ABC transporter, permease protein",MSMEG_3268,0.118,M,6,8.229,nusA
6154,ABK73051.1_and_ABK72971.1,0.0,0,0,0,0.16,0.58,1,0.0,0.0,0.0,ABK72971.1,na,cytochrome P450-terp,MSMEG_2257,0.448,G,0,4.838,nusA
6155,ABK73051.1_and_ABK72938.1,0.0,0,0,0,0.13,0.46,1,0.0,0.0,0.0,ABK72938.1,na,putative ECF sigma factor RpoE1,MSMEG_1690,0.371,G,0,4.825,nusA
6156,ABK73051.1_and_ABK72905.1,0.0,0,0,0,0.14,0.43,1,0.0,0.0,0.0,ABK72905.1,na,conserved hypothetical protein,MSMEG_3079,0.107,G,0,5.169,nusA
6157,ABK73051.1_and_ABK73337.1,0.0,0,0,0,0.14,0.5,1,0.0,0.0,0.0,ABK73337.1,na,conserved hypothetical protein,MSMEG_3027,-3.998,M,1,4.991,nusA
6158,ABK73051.1_and_ABK71174.1,0.0,0,0,0,0.14,0.57,1,0.0,0.0,0.0,ABK71174.1,na,CAIB/BAIF family protein,MSMEG_2073,-0.168,G,0,5.118,nusA
6159,ABK73051.1_and_ABK71141.1,0.0,0,0,0,0.34,0.66,1,0.0,0.0,0.0,ABK71141.1,na,hypothetical protein,MSMEG_4498,-6.31,G,0,6.313,nusA
6160,ABK73051.1_and_ABK71109.1,0.0,0,0,0,0.16,0.47,1,0.0,0.0,0.0,ABK71109.1,na,sodium/calcium exchanger protein,MSMEG_3719,0.05,M,10,4.711,nusA
6161,ABK73051.1_and_ABK71076.1,0.0,0,0,0,0.14,0.45,1,0.0,0.0,0.0,ABK71076.1,na,conserved hypothetical protein,MSMEG_2716,0.496,G,0,5.194,nusA
6162,ABK73051.1_and_ABK71043.1,0.0,0,0,0,0.13,0.37,1,0.0,0.0,0.0,ABK71043.1,na,two-component system sensor kinase,MSMEG_4968,0.523,M,4,5.614,nusA
6163,ABK73051.1_and_ABK71010.1,0.0,0,0,0,0.15,0.44,1,0.0,0.0,0.0,ABK71010.1,na,"ABC transporter ATP-binding protein, possibly inEF-3 subfamily protein",MSMEG_3140,0.049,G,0,5.245,nusA
6164,ABK73051.1_and_ABK70978.1,0.0,0,0,0,0.13,0.46,1,0.0,0.0,0.0,ABK70978.1,pyrH,uridylate kinase,MSMEG_2540,-3.243,G,0,5.97,nusA
6165,ABK73051.1_and_ABK70913.1,0.0,0,0,0,0.19,0.49,1,0.0,0.0,0.0,ABK70913.1,na,TetR-family protein transcriptional regulator,MSMEG_4022,0.006,G,0,5.766,nusA
6166,ABK73051.1_and_ABK70878.1,0.0,0,0,0,0.18,0.57,1,0.0,0.0,0.0,ABK70878.1,na,integral membrane transport protein,MSMEG_5464,0.097,M,12,11.359,nusA
6167,ABK73051.1_and_ABK70846.1,0.0,0,0,0,0.14,0.47,1,0.0,0.0,0.0,ABK70846.1,hisG,ATP phosphoribosyltransferase,MSMEG_4180,-9.583,G,0,4.685,nusA
6168,ABK73051.1_and_ABK72074.1,0.0,0,0,0,0.19,0.47,1,0.0,0.0,0.0,ABK72074.1,atpB,"ATP synthase F0, A subunit",MSMEG_4942,-8.559,M,5,5.741,nusA
6169,ABK73051.1_and_ABK70715.1,0.0,0,0,0,0.16,0.55,1,0.0,0.0,0.0,ABK70715.1,na,citrate-proton symporter,MSMEG_1152,0.497,M,12,9.721,nusA
6170,ABK73051.1_and_ABK70683.1,0.0,0,0,0,0.3,0.66,1,0.0,0.0,0.0,ABK70683.1,na,hypothetical protein,MSMEG_2527,-3.161,M,1,12.047,nusA
6171,ABK73051.1_and_ABK70617.1,0.0,0,0,0,0.13,0.46,1,0.0,0.0,0.0,ABK70617.1,na,methyltransferase,MSMEG_3286,-0.03,G,0,5.397,nusA
6172,ABK73051.1_and_ABK70584.1,0.0,0,0,0,0.15,0.53,1,0.0,0.0,0.0,ABK70584.1,na,metallo-beta-lactamase family protein,MSMEG_5638,0.752,G,0,6.249,nusA
6173,ABK73051.1_and_ABK70552.1,0.0,0,0,0,0.14,0.6,1,0.0,0.0,0.0,ABK70552.1,na,gamma-glutamylisopropylamide synthetase,MSMEG_2595,-0.132,G,0,4.8,nusA
6174,ABK73051.1_and_ABK70519.1,0.0,0,0,0,0.17,0.48,1,0.0,0.0,0.0,ABK70519.1,na,conserved hypothetical protein,MSMEG_5843,0.241,G,0,9.765,nusA
6175,ABK73051.1_and_ABK70455.1,0.0,0,0,0,0.17,0.55,1,0.0,0.0,0.0,ABK70455.1,ligD,"DNA polymerase LigD, polymerase domain",MSMEG_6301,0.271,G,0,5.436,nusA
6176,ABK73051.1_and_ABK70422.1,0.0,0,0,0,0.15,0.58,1,0.0,0.0,0.0,ABK70422.1,arcA,arginine deiminase,MSMEG_1409,0.139,G,0,4.584,nusA
6177,ABK73051.1_and_ABK70389.1,0.0,0,0,0,0.18,0.53,1,0.0,0.0,0.0,ABK70389.1,na,phosphotransferase enzyme family protein,MSMEG_2554,0.609,G,0,7.0,nusA
6178,ABK73051.1_and_ABK70357.1,0.0,0,0,0,0.15,0.56,1,0.0,0.0,0.0,ABK70357.1,na,hypothetical protein,MSMEG_3351,-5.53,G,0,9.765,nusA
6179,ABK73051.1_and_ABK70324.1,0.0,0,0,0,0.17,0.49,1,0.0,0.0,0.0,ABK70324.1,eda,2-dehydro-3-deoxyphosphogluconate aldolase/4-hydroxy-2-oxoglutarate aldolase,MSMEG_3788,0.069,G,0,4.647,nusA
6180,ABK73051.1_and_ABK70780.1,0.0,0,0,0,0.25,0.63,1,0.0,0.0,0.0,ABK70780.1,na,hypothetical protein,MSMEG_4594,0.889,G,0,5.181,nusA
6181,ABK73051.1_and_ABK72042.1,0.0,0,0,0,0.16,0.56,1,0.0,0.0,0.0,ABK72042.1,na,"peptidase, M24 family protein",MSMEG_4853,0.572,G,0,4.673,nusA
6182,ABK73051.1_and_ABK72008.1,0.0,0,0,0,0.15,0.52,1,0.0,0.0,0.0,ABK72008.1,na,putative carboxylesterase/lipase,MSMEG_6852,0.406,G,0,6.854,nusA
6183,ABK73051.1_and_ABK71975.1,0.0,0,0,0,0.24,0.66,1,0.0,0.0,0.0,ABK71975.1,na,hypothetical protein,MSMEG_4031,0.017,G,0,10.087,nusA
6184,ABK73051.1_and_ABK71943.1,0.0,0,0,0,0.15,0.42,1,0.0,0.0,0.0,ABK71943.1,na,NLP/P60 family protein,MSMEG_6821,0.449,G,0,5.537,nusA
6185,ABK73051.1_and_ABK71909.1,0.0,0,0,0,0.18,0.52,1,0.0,0.0,0.0,ABK71909.1,na,gp61 protein,MSMEG_3289,0.599,G,0,6.415,nusA
6186,ABK73051.1_and_ABK71875.1,0.0,0,0,0,0.27,0.64,1,0.0,0.0,0.0,ABK71875.1,na,hypothetical protein,MSMEG_6200,0.242,G,0,8.697,nusA
6187,ABK73051.1_and_ABK71839.1,0.0,0,0,0,0.18,0.52,1,0.0,0.0,0.0,ABK71839.1,rfbC,"dTDP-4-dehydrorhamnose 3,5-epimerase",MSMEG_5977,0.096,G,0,5.13,nusA
6188,ABK73051.1_and_ABK71775.1,0.0,0,0,0,0.14,0.47,1,0.0,0.0,0.0,ABK71775.1,proB,glutamate 5-kinase,MSMEG_4621,-6.685,G,0,6.59,nusA
6189,ABK73051.1_and_ABK71740.1,0.0,0,0,0,0.15,0.46,1,0.0,0.0,0.0,ABK71740.1,na,"2,5-dichloro-2,5-cyclohexadiene-1,4-diol dehydrogenase",MSMEG_3009,0.292,G,0,5.156,nusA
6190,ABK73051.1_and_ABK71708.1,0.0,0,0,0,0.13,0.54,1,0.0,0.0,0.0,ABK71708.1,na,"IS1096, tnpA protein",MSMEG_0802,,G,0,8.99,nusA
6191,ABK73051.1_and_ABK71208.1,0.0,0,0,0,0.15,0.51,1,0.0,0.0,0.0,ABK71208.1,na,transcriptional regulator,MSMEG_5566,0.111,G,0,9.326,nusA
6192,ABK73051.1_and_ABK71608.1,0.0,0,0,0,0.15,0.39,1,0.0,0.0,0.0,ABK71608.1,na,DEAD/DEAH box helicase,MSMEG_1930,-0.737,G,0,6.02,nusA
6193,ABK73051.1_and_ABK71575.1,0.0,0,0,0,0.19,0.57,1,0.0,0.0,0.0,ABK71575.1,na,hypothetical protein,MSMEG_5665,-0.272,G,0,3.808,nusA
6194,ABK73051.1_and_ABK71541.1,0.0,0,0,0,0.14,0.47,1,0.0,0.0,0.0,ABK71541.1,na,conserved hypothetical protein,MSMEG_3436,0.191,G,0,8.916,nusA
6195,ABK73051.1_and_ABK71509.1,0.0,0,0,0,0.19,0.43,1,0.0,0.0,0.0,ABK71509.1,na,conserved hypothetical protein,MSMEG_2928,0.543,M,8,7.922,nusA
6196,ABK73051.1_and_ABK71476.1,0.0,0,0,0,0.15,0.52,1,0.0,0.0,0.0,ABK71476.1,na,acyltransferase domain protein,MSMEG_5742,0.133,G,0,9.472,nusA
6197,ABK73051.1_and_ABK71442.1,0.0,0,0,0,0.14,0.52,1,0.0,0.0,0.0,ABK71442.1,na,ribose 5-phosphate isomerase,MSMEG_6787,0.705,G,0,4.787,nusA
6198,ABK73051.1_and_ABK71377.1,0.0,0,0,0,0.16,0.46,1,0.0,0.0,0.0,ABK71377.1,na,ATP synthase delta chain,MSMEG_4939,-9.29,M,1,4.965,nusA
6199,ABK73051.1_and_ABK71344.1,0.0,0,0,0,0.19,0.68,1,0.0,0.0,0.0,ABK71344.1,na,conserved hypothetical protein,MSMEG_5259,0.258,G,0,4.889,nusA
6200,ABK73051.1_and_ABK71309.1,0.0,0,0,0,0.15,0.48,1,0.0,0.0,0.0,ABK71309.1,na,conserved hypothetical protein,MSMEG_4219,-10.537,G,0,5.029,nusA
6201,ABK73051.1_and_ABK71275.1,0.0,0,0,0,0.14,0.61,1,0.0,0.0,0.0,ABK71275.1,na,5-oxovalerate dehydrogenase,MSMEG_1158,0.175,G,0,5.258,nusA
6202,ABK73051.1_and_ABK71243.1,0.0,0,0,0,0.17,0.43,1,0.0,0.0,0.0,ABK71243.1,na,ABC transporter,MSMEG_4470,0.072,M,6,6.186,nusA
6203,ABK73051.1_and_ABK71641.1,0.0,0,0,0,0.15,0.54,1,0.0,0.0,0.0,ABK71641.1,na,acyl-CoA dehydrogenase,MSMEG_6584,0.24,G,0,5.817,nusA
6204,ABK73051.1_and_ABK69774.1,0.0,0,0,0,0.15,0.51,1,0.0,0.0,0.0,ABK69774.1,ribF,riboflavin biosynthesis protein RibF,MSMEG_2653,-5.449,G,0,5.588,nusA
6205,ABK73051.1_and_ABK69740.1,0.0,0,0,0,0.16,0.48,1,0.0,0.0,0.0,ABK69740.1,na,cytochrome c oxidase subunit 3,MSMEG_4260,-4.185,M,5,8.756,nusA
6206,ABK73051.1_and_ABK69707.1,0.0,0,0,0,0.15,0.52,1,0.0,0.0,0.0,ABK69707.1,na,carrier protein,MSMEG_4611,0.02,M,12,5.474,nusA
6207,ABK73051.1_and_ABK69674.1,0.0,0,0,0,0.16,0.54,1,0.0,0.0,0.0,ABK69674.1,na,glucosamine--fructose-6-phosphate aminotransferase (isomerizing),MSMEG_0474,-0.198,G,0,5.156,nusA
